dbo,GA_AGD_MOT_ELIMINACAO,STATUS_MOT_ELIM,numeric,NULL,YES
dbo,GA_AGD_MOT_RETIRADA,COD_RETIRADA,numeric,NULL,NO
dbo,GA_AGD_MOT_RETIRADA,DSC_RETIRADA,varchar,50,NO
dbo,GA_AGD_MOT_RETIRADA,ABV_RETIRADA,varchar,20,NO
dbo,GA_AGD_MOT_RETIRADA,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MOT_RETIRADA,STATUS_RETIRADA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,ID_MOV_AGD,numeric,NULL,NO
dbo,GA_AGD_MOV_AGD,AGD_CODIGO,varchar,15,YES
dbo,GA_AGD_MOV_AGD,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,COD_EQUIPAMENTO,varchar,15,YES
dbo,GA_AGD_MOV_AGD,COD_RETIRADA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,COD_AGE_CAUSADOR,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,ID_DES_POS,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,COD_FUNC,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_TIPO_MOV,varchar,2,YES
dbo,GA_AGD_MOV_AGD,MOA_DATA_MOV,datetime,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_NR_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_TIPO_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_VIDA_EQUIP,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_ASSINATURA,varchar,15,YES
dbo,GA_AGD_MOV_AGD,MOA_VIDA_INIC_HR,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_VIDA_INIC_KM,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_NR_VIDA_INIC,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_NR_VIDA_ATUAL,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_TIPO_GARA1,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_PER_GARA1,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_UN_GARA1,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_TIPO_GARA2,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_PER_GARA2,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,MOA_UN_GARA2,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,COD_UNIDA,varchar,10,YES
dbo,GA_AGD_MOV_AGD,COD_LOCAL,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD,COD_EMPR,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,ID_MOV_AGD,numeric,NULL,NO
dbo,GA_AGD_MOV_AGD_DPF_BKP,AGD_CODIGO,varchar,10,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,COD_EQUIPAMENTO,varchar,15,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,COD_RETIRADA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,COD_AGE_CAUSADOR,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,ID_DES_POS,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,COD_FUNC,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,MOA_TIPO_MOV,varchar,1,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,MOA_DATA_MOV,datetime,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,MOA_NR_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,MOA_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,MOA_TIPO_VIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_AGD_DPF_BKP,ROWID,uniqueidentifier,NULL,YES
dbo,GA_AGD_MOV_ELIM,ID_MOV_AGD,numeric,NULL,NO
dbo,GA_AGD_MOV_ELIM,COD_MOT_ELIM,numeric,NULL,NO
dbo,GA_AGD_MOV_ELIM,MOE_OBSERVACAO,varchar,1000,YES
dbo,GA_AGD_MOV_ELIM,MOE_VENDIDO,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,ID_MOV,numeric,NULL,NO
dbo,GA_AGD_MOV_MEDICAO,COD_EQUIPAMENTO,varchar,15,YES
dbo,GA_AGD_MOV_MEDICAO,MOV_DATA,datetime,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,COD_OS,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,ITE_ITEM,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,COD_FUNC,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,COD_EMPR_FUNC,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,MOV_OBS,varchar,500,YES
dbo,GA_AGD_MOV_MEDICAO,COD_EMPR,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,COD_CLASSE_AGREG1,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,AGD_CODIGO1,varchar,15,YES
dbo,GA_AGD_MOV_MEDICAO,COD_CLASSE_AGREG2,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO,AGD_CODIGO2,varchar,15,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,ID_MOV,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,AGD_CODIGO,varchar,15,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,ID_COMPONENTE,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,IT_MEDIDA,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,IT_DESG_INFO,numeric,NULL,YES
dbo,GA_AGD_MOV_MEDICAO_ITENS,IT_DESG_CALC,numeric,NULL,YES
dbo,GA_AGD_REFORMA_PECAS,COD_EMPR,numeric,NULL,YES
dbo,GA_AGD_REFORMA_PECAS,NR_DOCUME,numeric,NULL,YES
dbo,GA_AGD_REFORMA_PECAS,AGD_CODIGO,varchar,15,YES
dbo,GA_AGD_REFORMA_PECAS,COD_CLASSE_AGREG,numeric,NULL,YES
dbo,GA_AGD_REFORMA_PECAS,PEC_QTDE,numeric,NULL,YES
